Time_s,FUN_N,ECU_N,ECRL_N,ECRB_N
0.34,0.0,29.34092589249805,26.585148293376054,21.529408197417332
0.35,0.0,29.211271709238016,24.743861776334356,19.30343513186579
0.36,0.0,28.49944262612103,28.980601871063353,19.23722253314009
0.37,0.0,26.69798012590778,27.134946367097346,20.308991057996664
0.38,0.0,30.19130968359895,24.987975854770262,20.633069585940707
0.39,0.0,26.251259452221703,24.996453049701987,18.27638798218988
0.4,0.0,32.78527994280591,26.02864028314477,15.647749660651364
0.41,0.0,31.508917111056423,26.70478690413848,18.954452602393754
0.42,0.0,29.58590151637015,27.72474749916349,25.377263551223642
0.43,0.0,29.292472015218046,27.178942260611652,18.568868744146418
0.44,0.0,29.41503132190843,28.669357901012475,21.74556856376149
0.45,0.0,31.109849591593754,25.866876716796426,21.800854161598277
0.46,0.0,32.17155723886155,26.52234491931174,20.51457317187633
0.47,0.0,28.48679067920472,25.516064049715816,19.11875641070832
0.48,0.0,29.204644198545953,28.91073618836006,24.186400694937788
0.49,0.0,33.45777585373239,26.729916146961347,16.773948386283998
0.5,0.0,30.35901251664197,26.47897164645897,17.78395667793936
0.51,0.0,24.99638189765206,26.755147828880848,16.273934590188126
0.52,0.0,26.654621413931118,27.148587574452314,19.59320164442713
0.53,0.0,31.788704865990784,28.276540972240795,21.056064637461578
0.54,0.0,31.981881129390644,25.96175373722933,20.22762789940686
0.55,0.0,31.18696198700767,24.204112332192384,16.544795978512667
0.56,0.0,30.909647780624667,25.228265076140836,23.37140751851564
0.57,0.0,28.893147317079528,26.68925147879593,20.799804641322748
0.58,0.0,27.461623040559804,26.22860093821807,18.27819689928053
0.59,0.0,28.6120908150497,26.46094828576959,20.46051468567198
0.6,0.0,32.18254099435416,25.39682439848991,21.624961933295122
0.61,0.0,30.061766122467475,27.77289819604777,18.96473689710303
0.62,0.0,33.135453377841365,28.8436441665797,19.051080373008247
0.63,0.0,30.57490449126753,27.886842055473373,19.20998111913586
0.64,0.0,29.76857863870399,24.83379112056845,15.184444120917403
0.65,0.0,30.14462465400708,25.790745975775643,19.42063197043903
0.66,0.0,32.74669334735407,27.06570007581544,16.66411047040347
0.67,0.0,33.97590685176552,27.33899579531623,18.460574515967313
0.68,0.0,29.44620734698131,27.965275572233907,17.425522165070873
0.69,0.0,31.07831192635398,28.390742403404136,19.556003511764285
0.7,0.0,28.460383154184974,27.479364167017668,15.992962224639298
0.71,0.0,28.671092873887854,30.348745565795927,16.998631470698896
0.72,0.0,33.58103200076083,24.59116105357379,20.024116731680024
0.73,0.0,28.09931344315394,26.811606017039388,20.78805331139641
0.74,0.0,32.41114424364726,27.846740773451398,22.553112431729026
0.75,0.0,30.018253210747684,31.15372310756718,20.419093304607436
0.76,0.0,27.684235357592367,28.144951970869478,20.650664021789588
0.77,0.0,28.154323696761537,28.390139407049006,20.424605881006254
0.78,0.0,27.51087120736962,24.709946737907007,19.134557224635422
0.79,0.0,30.248938467808653,24.02535457055062,15.57799859955302
0.8,0.0,29.835241515136826,24.917618175218823,17.047217314449544
0.81,0.0,30.541528022793884,25.174982211369013,20.401451774896596
0.82,0.0,28.401296349144292,23.548084721206394,21.923776003974762
0.83,0.0,31.175397630088202,28.54633522486715,18.013489973286426
0.84,0.0,28.416881047435787,23.246296127588433,17.187040728508947
0.85,0.0,23.500613514439692,27.73642064401272,21.178784793404635
0.86,0.0,29.54205198518868,25.735091873466597,16.327523501855755
0.87,0.0,29.42623923443783,29.01798167788433,17.89008909961543
0.88,0.0,29.187100519655072,25.52016759688558,21.620279965429013
0.89,0.0,29.226585978546485,26.344464244680097,17.346963293140263
0.9,0.0,29.128568474465492,24.30013454709722,20.000028131601773
0.91,0.0,30.19260120096325,26.069933741198337,22.139869453570874
0.92,0.0,30.76932522134971,23.218112259984828,18.267202885151775
0.93,0.0,25.043568148172014,24.918532988705397,20.462893390782952
0.94,0.0,30.83394391041391,26.63872925892435,20.621280318255298
0.95,0.0,30.132746923440674,26.782553874307464,20.22812574791962
0.96,0.0,30.780982246203536,27.42948266376675,20.229560575907765
0.97,0.0,30.965117015652694,24.86979052445932,17.60444402163141
0.98,0.0,27.880333736588895,26.863190706329608,19.208841320297708
0.99,0.0,27.09607530966014,26.19953489189746,18.798334294263334
1.0,0.0,29.296383125436037,28.468276971457538,18.611631939640034
1.01,0.0,27.112577022226436,21.498919700082894,21.656552783960663
1.02,0.0,30.322898672718903,24.80651335232469,16.218850520000835
1.03,0.0,29.266425429517447,24.345833706852144,20.673647711306014
1.04,0.0,32.99359400207237,26.60179940385315,19.126276732210197
1.05,0.0,30.173755491493328,26.984354553484952,19.82556661740584
1.06,0.0,26.436887201142312,26.940077238968417,21.835758686012177
1.07,0.0,30.595634405716375,27.8555795083581,20.086682491113912
1.08,0.0,30.236782698900896,26.290492052923142,20.525563494564892
1.09,0.0,26.175830455745718,25.78995964856047,18.328793185974828
1.1,0.0,26.891257202636332,26.772409722602575,20.635386003448428
1.11,0.0,31.613037631353006,27.79550485112771,15.086782555851105
1.12,0.0,29.357895515496676,23.365703542778498,19.04999315183597
1.13,0.0,29.86992210473829,23.183890696723537,18.324102860024087
1.14,0.0,25.480509311010245,24.6221590798973,15.373945758856863
1.15,0.0,29.896026737043396,26.24214810025546,22.113861988287773
1.16,0.0,31.417009834175047,22.295729008778753,19.09028434411659
1.17,0.0,31.00045401999256,28.25324997055378,19.62983837341531
1.18,0.0,28.71507890095793,27.52320780646263,18.90754841505828
1.19,0.0,27.482619135569067,26.781969820052833,23.778737144735132
1.2,0.0,27.914418301969423,22.959406593978777,18.893146737699457
1.21,0.0,24.19193307949836,24.55097799550815,20.27601099596564
1.22,0.0,31.969859698745914,26.43626079139449,21.94001061293009
1.23,0.0,29.786115578672536,23.665956700472215,18.243097051571066
1.24,0.0,28.973156605240238,27.704489310019568,19.012701156336345
1.25,0.0,28.295398768276144,26.440820015088377,22.837925982343027
1.26,0.0,29.609827639770057,27.317272934773133,15.393535803958159
1.27,0.0,28.849777403780553,22.888526333085615,18.759635675796687
1.28,0.0,27.523594468472897,27.5347197904101,20.839605996951047
1.29,0.0,29.53433727935929,23.76228697387952,18.226469800450364
1.3,0.0,29.958742627020133,28.275110565390882,20.160215294219178
1.31,0.0,28.54576991485158,28.0069503432335,21.566834771668315
1.32,0.0,30.432011108905467,26.688323600008655,16.603611114595665
1.33,0.0,29.830376502637993,25.415940646965023,18.652603736717825
1.34,0.0,33.24538544013084,27.037595653662994,17.088215996385618
1.35,0.0,29.570480087945977,24.680292459289824,15.793795752920264
1.36,0.0,27.76199215958321,29.539285886615108,18.46166799244573
1.37,0.0,28.691043401490443,25.86557933834443,19.664493161868567
1.38,0.0,33.30735922817903,27.45168012574421,21.580663370130008
1.39,0.0,31.5686640590043,27.11736355282739,18.863736469572512
1.4,0.0,31.044598212408157,22.14603257845468,19.954769865906787
1.41,0.0,32.692562118595134,24.018701349260432,17.557979001755704
1.42,0.0,29.96127997953684,22.920028312087098,20.068985281664958
1.43,0.0,25.960799341488197,21.6484610461144,18.306310504951618
1.44,0.0,29.631714418033738,23.583649455547473,23.550406437595797
1.45,0.0,32.13507813164019,26.952890648125468,18.91868501094325
1.46,0.0,27.35629134783923,29.529225349343367,17.73142862038805
1.47,0.0,27.56686205607023,27.70873341477076,21.49316617687659
1.48,0.0,32.233806250903584,26.3528664267985,16.85174939397981
1.49,0.0,27.442362647371965,29.38350577496149,13.692931347606061
1.5,0.0,27.74894385112114,24.01832898553286,16.267081584501298
1.51,0.0,33.39886252825469,30.01215785555529,18.13681716203526
1.52,0.0,31.96775979750892,25.260766789105467,15.75959644156778
1.53,0.0,28.160987967135092,25.817300554452885,19.459004948436245
1.54,0.0,26.139079285436875,24.824529448188358,19.613881399552728
1.55,0.0,30.54254171255306,25.073471270973936,20.867081310681474
1.56,0.0,30.975335710692356,24.300582425216316,17.89522955032319
1.57,0.0,31.181104147203705,23.249689177093224,20.43595296714103
1.58,0.0,32.310715232164576,24.117805056701712,19.524747689967455
1.59,0.0,27.385848277816372,22.22702117373752,16.04027131263048
1.6,0.0,29.25694928855335,26.597589794081678,20.228252575843296
1.61,0.0,28.070071486587075,23.517649878175376,21.818887991855267
1.62,0.0,29.82180415185367,22.953737081086363,19.475021965634244
1.63,0.0,27.042941203411356,23.283042646508456,21.358298917902726
1.64,0.0,28.694220606522013,27.172042772796534,21.163117663507837
1.65,0.0,31.54570370432037,27.982269960937728,20.495754432075792
1.66,0.0,27.149278651171297,26.191984972131117,16.64810582511841
1.67,0.0,32.88905086703692,25.931752792897473,18.04175174538699
1.68,0.0,29.775911271651,23.20260226650249,18.674849638881604
1.69,0.0,29.558238936034915,25.309129427792225,17.71554668445417
1.7,0.0,27.405763005744085,28.243466746329947,16.694981125313863
1.71,0.0,30.158097739233163,28.470137894286744,20.044398136434136
1.72,0.0,28.745978438188732,25.272070966497072,18.111382698373426
1.73,0.0,34.614782796936524,23.59169351264115,20.080392374173453
1.74,0.0,26.324650402431008,19.884767371269213,17.735852522874264
1.75,0.0,32.251045179341446,24.421654660667308,23.030339694838958
1.76,0.0,28.282474166751335,22.95736691412289,20.403634417379322
1.77,0.0,24.06065503122304,24.038014035918327,21.213028789858562
1.78,0.0,33.50986846580409,24.42859287615484,15.553390418361236
1.79,0.0,31.74398833183087,26.192037552705635,16.689769117708053
1.8,0.0,31.22521990236277,27.03176898912255,17.054916776400646
1.81,0.0,30.495485185580105,29.16733211682741,20.17605790290436
1.82,0.0,29.710465983371332,23.54538000868003,20.783273992560343
1.83,0.0,31.989455184948845,24.735350940105324,21.169851892044804
1.84,0.0,31.406370684133208,27.25329405768231,16.762123216890622
1.85,0.0,30.607935542521897,23.039124678039528,17.914197991742434
1.86,0.0,30.22771151083098,25.558052820757595,17.43785172513438
1.87,0.0,30.028198088607738,24.24155903887804,18.436659414053512
1.88,0.0,28.77163331011468,29.77685054653441,13.701595853845994
1.89,0.0,27.528172975103846,26.194444026988307,19.58106721357165
1.9,0.0,29.754550303145695,28.156462051102775,19.27268990649142
1.91,0.0,32.35729894017728,28.052653806024896,19.686467705256522
1.92,0.0,28.27544448340444,25.442691061141826,18.66242377035826
1.93,0.0,29.680977361474714,26.084568017228193,20.631355747935846
1.94,0.0,28.82093014266078,27.352726045199663,18.89616646568872
1.95,0.0,28.706903318239,26.207698764212438,16.80683462468714
1.96,0.0,25.324269075647788,25.2574562711024,17.57108944741378
1.97,0.0,31.582117973959143,28.594291876664645,19.519771543275734
1.98,0.0,30.795850242826788,22.39158894138953,16.343503692826367
1.99,0.0,27.44246096480598,26.24671319319496,20.546833998048307
2.0,0.0,32.06286380930685,27.322072785125865,16.5700494961067
2.01,0.0,30.22388608039313,23.353001989711682,22.41968399292379
2.02,0.0,30.313093438619987,26.18427341634986,15.08630285921684
2.03,0.0,28.74700893377757,28.251997863216236,16.764356308194053
2.04,0.0,31.53465798954104,23.95862993684683,16.827725243389537
2.05,0.0,30.132705918680383,25.116003385495173,23.752101426327254
2.06,0.0,26.587290153059723,24.685838433427758,17.836143459125772
2.07,0.0,31.382716744046675,29.83100541494228,17.69464596391361
2.08,0.0,30.509593779174164,26.547057094883986,16.409032711823397
2.09,0.0,33.290874955018275,27.2372200128296,19.791993293006414
2.1,0.0,30.028664126470456,25.467763639118765,17.525229586003764
2.11,0.0,30.467531645175864,27.08593682282076,19.414126217065164
2.12,0.0,25.39772347393727,24.57419310134035,17.76790520699182
2.13,0.0,30.498557985955518,24.81553028918326,23.106132316136545
2.14,0.0,28.333969415143446,24.579670388824606,18.694803394916555
2.15,0.0,28.9147122641266,27.28000478291113,14.197846399947272
2.16,0.0,32.96634943603756,26.444612634018377,18.59979825478066
2.17,0.0,29.277817104844388,26.322986833693836,15.621533968570322
2.18,0.0,29.032774289157338,23.77283431154909,20.45380870710729
2.19,0.0,32.35161805989402,27.359927709639983,21.872336177340202
2.2,0.0,26.9066249623892,26.74317818871133,21.239278599908474
2.21,0.0,29.447689391797773,24.155838089860776,17.548731258851827
2.22,0.0,29.549968691663377,26.34291187489946,17.741731197114934
2.23,0.0,33.60047552916157,22.73811208977618,16.21496475823727
2.24,0.0,29.448456897413575,24.142721003034527,16.885731610351183
2.25,0.0,28.79417717798545,28.112326798285665,19.499683293389193
2.26,0.0,32.75063285116265,27.13188149325727,17.09359363229536
2.27,0.0,28.601094221565788,26.180256829436033,19.269461192930677
2.28,0.0,28.72270550392326,25.40319631726811,16.839958152151368
2.29,0.0,24.95725975705649,23.448415232684383,16.59779664480571
2.3,0.0,29.651918471440997,27.23000298475543,17.1077698017284
2.31,0.0,27.71206008899543,27.255369920848437,16.04811511143295
2.32,0.0,28.878890200145587,25.436943435559478,18.993549889387026
2.33,0.0,27.676631319194776,25.07830829236239,14.08048206298583
2.34,0.0,29.778148591996725,28.06171904082332,16.883166023206954
2.35,0.0,26.485518188872682,24.297037613765834,18.265469069811644
2.36,0.0,33.12621903903334,22.11040451857383,19.89984025247471
2.37,0.0,26.23195946207007,24.31373982859182,20.35319552031396
2.38,0.0,29.204300751378184,26.56512708974582,18.634314923645423
2.39,0.0,27.245951273250203,27.19904845809009,19.999165998162702
2.4,0.0,28.891715107754635,26.458009342721812,18.501804051107225
2.41,0.0,26.527176470917365,23.623402249486276,20.207234854597388
2.42,0.0,27.19889206506338,26.170696681790385,14.664304705335173
2.43,0.0,32.1255631345439,27.193265431092254,19.646607571326157
2.44,0.0,31.233182781758728,23.578444699174135,18.566109455644934
2.45,0.0,30.87124222570813,25.4896199327095,16.65838466032816
2.46,0.0,25.067668733804602,27.39960822098127,23.4168597244718
2.47,0.0,28.53580352348275,26.968813345704056,16.92162984891122
2.48,0.0,30.013873993014258,27.226119177927664,18.42503390606052
2.49,0.0,28.062169647322648,26.092309899057998,18.07505727586152
2.5,0.0,31.033025120276157,27.00725894548906,22.119882421207166
2.51,0.0,29.81652113493346,26.788144059930588,18.97925535430137
2.52,0.0,29.343905657833005,26.050441791284562,18.92676810465889
2.53,0.0,27.5370705585417,24.609719440633814,18.15267020331951
2.54,0.0,27.344751201189844,23.683189528594667,17.693355779729927
2.55,0.0,30.4835186465586,29.202579544791895,19.938954567279684
2.56,0.0,25.845310092113056,24.988806796010955,17.643331613498113
2.57,0.0,28.451426490286984,28.169983206427425,19.62201444055789
2.58,0.0,29.746511488718696,25.078085306808383,19.436201715262698
2.59,0.0,30.096779882470457,25.89948176431588,20.78953249531702
2.6,0.0,31.46600848922864,27.933052334988417,15.806605326667123
2.61,0.0,29.087960859515245,26.504237122894185,17.19130991512031
2.62,0.0,30.516073373596594,26.185790196232517,16.86863307463841
2.63,0.0,26.795683166027477,27.48519089820118,18.750075526976595
2.64,0.0,30.870940696978447,24.295616292610067,17.903502041189743
2.65,0.0,28.34701949932865,25.249708576622496,16.927424236034884
2.66,0.0,30.276583561134576,25.831645763638363,18.626256806298127
2.67,0.0,25.53396806183016,27.73546224427634,21.67227190866672
2.68,0.0,27.263310885017944,26.13168643175236,17.259963272541004
2.69,0.0,29.63932373743362,28.017218137191378,20.70394318151348
2.7,0.0,32.33921684794548,29.583885537373597,17.898658079347516
2.71,0.0,29.222251024606646,27.483449547658417,19.335143628730457
2.72,0.0,28.178602027436767,25.275918850383384,19.200904642964424
2.73,0.0,28.40399673734327,25.310340160996223,18.096968243593007
2.74,0.0,29.83992253247637,26.369192811956495,21.416429970956518
2.75,0.0,27.01839821206731,26.380567339432737,18.690049927872966
2.76,0.0,28.336821431431154,24.81583018303814,21.598723982210775
2.77,0.0,27.636213474762222,27.852937459611315,18.132012307520164
2.78,0.0,29.127598119398115,23.55633191233835,18.464588378742757
2.79,0.0,31.080533793988476,28.929963999204862,16.758994100967154
2.8,0.0,32.24770228045165,24.214094009000835,18.153986599193097
2.81,0.0,31.33122653865244,25.004027285931045,21.218812806953864
2.82,0.0,26.76877680791558,28.813155087176547,18.814755101003435
2.83,0.0,30.89788122446859,22.81012429115988,19.933495805014857
2.84,0.0,31.242200531136483,25.545732485505827,19.959504793993204
2.85,0.0,27.54676615204176,28.23423468856035,21.922773440723013
2.86,0.0,28.615171347461754,25.44293203033589,18.159359074120704
2.87,0.0,28.156999715766126,26.82565201613672,20.64762990194464
2.88,0.0,31.946860040121134,25.03494304989317,18.3718736392281
2.89,0.0,31.94007047440582,23.106463142919793,17.60223558112096
2.9,0.0,29.40639470276182,25.66629585591315,20.228146527234447
2.91,0.0,27.42729524485189,27.493568492014987,15.403281487673906
2.92,0.0,27.41132145650649,21.74663303807963,20.487509165276013
2.93,0.0,27.67000122093831,26.08042556816624,19.631156841592734
2.94,0.0,30.519811248883247,24.918125107866906,18.16141051187533
2.95,0.0,27.87399369217917,26.734370534661693,17.800526383140465
2.96,0.0,29.475082743901286,27.208207500405255,22.933370722732125
2.97,0.0,27.797223521041428,24.97493813993353,15.487061532740398
2.98,0.0,24.99544458895763,27.194260802135055,19.34600808165595
2.99,0.0,27.714008068215986,27.094197879953672,20.446633022961628
3.0,0.0,31.90901140655125,27.485509167029402,21.516959360147855
3.01,0.0,31.562979759876125,26.62161599750754,18.844055735147016
3.02,0.0,34.3409785732112,25.765793732783177,20.53453445974573
3.03,0.0,29.38641666110173,28.817513666331738,21.28432398439567
3.04,0.0,30.11574817176815,23.134027497559316,16.61360733954066
3.05,0.0,32.00464756376691,26.462704731115593,16.37529914543758
3.06,0.0,28.242586628296934,22.693721709377506,19.096961213431115
3.07,0.0,28.500951211831588,26.441518406274355,19.750298210094417
3.08,0.0,29.451626420346354,26.9873252669328,16.456392063190865
3.09,0.0,26.890999827604276,27.692513550994008,18.093349064859467
3.1,0.0,30.099142960678574,24.6428829940506,24.11850938402771
3.11,0.0,28.550287077889553,24.951713691419943,17.893908264690193
3.12,0.0,33.12796804199958,26.38026136825269,18.0038062774919
3.13,0.0,29.37134377289083,25.7782875059501,20.450756171341265
3.14,0.0,28.75746557809644,26.844066962422247,21.026796876486767
3.15,0.0,29.72305084941197,27.82484332253208,21.527384953802812
3.16,0.0,33.52533658124638,26.435192007311116,19.976125008215053
3.17,0.0,29.788599200075463,26.467323094976596,14.38110150825281
3.18,0.0,29.246126440922968,26.599425462466407,18.118834431721123
3.19,0.0,30.26417254844541,25.50141986213126,20.48490354469971
3.2,0.0,27.315981188366194,25.401573905498594,17.81663123787433
3.21,0.0,33.04924698687323,24.023335059464898,19.235229342897718
3.22,0.0,32.42097689561779,25.93062686849124,18.622099681790935
3.23,0.0,31.286822747265845,26.764374152888806,20.966943981605652
3.24,0.0,27.982445361815273,26.35337078385497,17.485251917793978
3.25,0.0,29.758227867692156,27.620820533821533,16.794474121408633
3.26,0.0,29.920783269896386,27.902183304777907,16.8018989719476
3.27,0.0,27.094695058328004,26.941455477048965,21.840578595502443
3.28,0.0,29.735644058356147,25.540021826392184,20.44305746669456
3.29,0.0,30.532096174355747,27.315220578071795,19.37541420232603
3.3,0.0,31.563011661450908,28.362926851029158,17.994405467850328
3.31,0.0,30.39932726451932,29.90366999451419,20.864948756116696
3.32,0.0,28.682559677813046,27.562912789900242,23.047689873587696
3.33,0.0,29.650505828892786,28.023441825669348,17.711295327963658
3.34,0.0,29.38901004252656,25.140453718573166,19.81458433073727
3.35,0.0,30.866000896674535,28.007278994705043,18.06873529759378
3.36,0.0,29.750629172089372,26.75589367298046,20.64527166120491
3.37,0.0,30.192651219269663,29.900962222063672,22.649317069100142
3.38,0.0,30.335324832405927,27.266007108624976,16.83282872179395
3.39,0.0,31.496488888690237,24.489308244754987,20.404631595815946
3.4,0.0,35.66037767575737,24.769883029972235,20.907133130364656
3.41,0.0,30.599333060041296,27.935672253203805,19.67002043719885
3.42,0.0,34.175116499311024,26.220748956428654,19.660425299154756
3.43,0.0,27.5952075839255,27.877233700414944,22.811225856860442
3.44,0.0,33.783991449087424,26.65833974723653,19.058190126452512
3.45,0.0,29.78921638421976,25.773771240495343,20.72870299529142
3.46,0.0,33.22462680352874,25.185805484326576,19.38305066335136
3.47,0.0,26.745289084948155,29.65046127016492,23.591295890841685
3.48,0.0,32.07143780182053,27.75889766466721,17.786846774421292
3.49,0.0,35.45590998696123,30.323052993041514,20.82891214575552
3.5,0.0,32.254872249700114,27.611670065935566,21.67297852448626
3.51,0.0,29.375408192084567,29.649605167793343,22.009482430943315
3.52,0.0,30.125218511377827,27.715385525616647,23.872124024919852
3.53,0.0,33.12165742395849,30.56516222528562,22.010708892886026
3.54,0.0,29.9780604020193,31.67825747072851,19.336049683167946
3.55,0.0,36.25379952153205,26.195392350193284,20.609423657309538
3.56,0.0,29.300257157205035,31.67725290175397,20.92024946358702
3.57,0.0,30.27704229765005,27.057900648403855,22.962448424562687
3.58,0.0,33.892871831374464,28.23771894644662,20.42629645839441
3.59,0.0,30.07632085029043,29.72370597489101,20.878722028236922
3.6,0.0,28.997603631749417,26.73960391258739,20.78636385874866
3.61,0.0,30.455982596593476,27.64615885749769,18.716368909677215
3.62,0.0,34.92953328343966,28.463488865109298,18.513045807760598
3.63,0.0,31.218450490800308,29.39994988033764,20.69897559171992
3.64,0.0,30.532422544383433,30.251987364864245,25.202973425830614
3.65,0.0,30.404434504543396,30.142623724411735,22.306890963617235
3.66,0.0,30.316048639008997,29.693709990740444,18.087285602764638
3.67,0.0,32.91207732282407,31.0616158871869,20.602449399073084
3.68,0.0,36.791354086309475,29.227383020018795,24.04904925204131
3.69,0.0,33.1197528274882,29.647561101849927,24.519397748139053
3.7,0.0,36.125776100322966,27.333320608519323,17.79336054390056
3.71,0.0,30.648660938847236,30.643427330858692,21.472000978132954
3.72,0.0,32.52186219030033,29.98500669239419,21.608870208577358
3.73,0.0,31.640776705606083,28.60366930707604,22.150759876888394
3.74,0.0,34.00305539394286,29.953128284333086,20.93769621016629
3.75,0.0,32.863110766261066,23.829653109367126,20.592561146295893
3.76,0.0,33.71707992900456,29.04778600823152,20.853603250981756
3.77,0.0,29.51010054760877,30.835613530486032,16.864565797210663
3.78,0.0,31.544541989621102,27.911085091467424,18.488943392014647
3.79,0.0,33.62123553435035,28.970409170046448,23.440965912696583
3.8,0.0,32.821999139142356,31.428152381875872,19.11505113732544
3.81,0.0,33.420355375120245,30.946398362770424,16.76707831722466
3.82,0.0,33.44097075672573,33.27535282545001,20.076044949108105
3.83,0.0,33.8978222358904,30.075794332690734,17.13338937291131
3.84,0.0,31.617616923064446,26.768311834376455,23.138151676612438
3.85,0.0,35.15041343808552,25.762958919762482,22.19180860226088
3.86,0.0,30.437473714355825,25.562106420548556,22.100203519008122
3.87,0.0,34.09329765596432,29.581997425533785,22.132269420462563
3.88,0.0,33.79471068151664,30.184035432763743,23.26473419182127
3.89,0.0,36.31751595489639,21.524744786358774,20.121153868022713
3.9,0.0,33.22683433766378,25.94050751103631,21.243228028429645
3.91,0.0,35.24548289079988,27.9654184279752,18.64984237754885
3.92,0.0,34.888764148926164,28.37505178037815,21.776866064911236
3.93,0.0,30.435194328616426,30.867295785556678,20.534527047241475
3.94,0.0,35.74892590161901,29.241027568278472,21.10756968365841
3.95,0.0,35.2907089945047,28.3862827353875,19.15465550028525
3.96,0.0,34.78319758228635,28.838100993958406,24.50735154392609
3.97,0.0,32.86697091955846,24.98804657263947,21.367764024730064
3.98,0.0,32.13837844219399,30.933441280328132,19.370119448223665
3.99,0.0,33.60158170175217,29.684599996026115,23.205585809668293
4.0,0.0,32.19399581917042,26.662640296059642,20.677556130149167
4.01,0.0,35.26989610705892,29.2756881060984,22.35700370753767
4.02,0.0,32.541131129948795,27.630296714468226,20.321714788519973
4.03,0.0,32.185618206759585,33.26903165474832,17.909222133510163
4.04,0.0,32.13139973896105,30.917345996167615,19.790111799415513
4.05,0.0,33.39719984342536,29.190794826924954,22.136814951592015
4.06,0.0,34.45908812946817,29.77328959941083,22.38181710657298
4.07,0.0,35.71955507215129,31.825117393162817,22.711703515442466
4.08,0.0,36.227996327612765,26.85845307110613,22.21009898413779
4.09,0.0,31.766826161661996,31.460151017966336,24.40237055320005
4.1,0.0,31.522960430882236,30.070060479175957,19.854487330006762
4.11,0.0,33.109040172410005,29.399130421536427,20.699473926195385
4.12,0.0,35.478807540134966,32.512331448231905,18.868825602915532
4.13,0.0,33.159620280777865,28.182966298213113,18.609752159072272
4.14,0.0,34.49927095560855,27.99715703609542,18.083483180961405
4.15,0.0,34.22603863089192,28.49727252981281,23.238282697798255
4.16,0.0,32.91081762444909,31.625703842468685,24.48172615290956
4.17,0.0,33.97533271243779,29.36676642944628,19.121969039004988
4.18,0.0,35.18715127108113,27.932064190873866,22.892091132230313
4.19,0.0,31.377991968592813,29.330790583389362,17.36247768201785
4.2,0.0,33.9088172592556,25.973871353642032,24.622460766396195
4.21,0.0,34.19452144522623,29.09744334355071,19.115288589999842
4.22,0.0,34.12001304222249,28.657371936789335,23.07269131965325
4.23,0.0,34.105722093230824,26.214344150795608,22.656084452051445
4.24,0.0,33.78387097521665,29.756196027584632,20.34608744091068
4.25,0.0,34.14909878758434,30.780916010569275,23.009058051208193
4.26,0.0,32.22780734524068,31.167591850226202,18.862643671522708
4.27,0.0,33.22827422332296,30.75844401351741,21.2528872695504
4.28,0.0,33.65790954951591,30.030076644676598,22.027895316164237
4.29,0.0,34.91830379560735,30.843775601703577,22.205348755515104
4.3,0.0,34.4105853394195,28.18540336348907,19.091741859411904
4.31,0.0,32.017539624380355,29.445300708140955,19.402155139068405
4.32,0.0,34.09081320964127,27.592128736897024,20.07549834039485
4.33,0.0,34.83580275355871,27.42915899449596,19.63506111457437
4.34,0.0,31.701464515805565,29.493397818617854,22.466188140275122
